Close
4078.7000488000003;
3889.7600587999996;
4080.8000002;
4212.420068400001;
4307.400000199999;
4276.7399416;
4178.380078;
4416.1799806;
4679.1;
4834.740039;
4913.4200194000005;
5079.3799804;
5340.7;
5326.9;
5223.260058400001;
5118.220019400001;
4792.8798828;
4847.5799805999995;
4982.520117;
4993.979980599999;
4894.5201172;
5006.6399414;
5077.220019400001;
5140.7000002;
5306.340039000001;
5477.3600586;
5614.160058400001;
5676.059961;
5557.960058400001;
5577.899902200001;
5945.920019799999;
6147.3800778;
6331.759961;
6505.260058400001;
6281.540039;
6049.559961;
6230.319922199999;
6216.079883;
6289.640039;
6226.3200196;
6236.559961;
6303.659960999999;
6432.699902599999;
6540.440039;
6502.519921600001;
6603.759961000001;
6648.5400389999995;
6754.4200196;
6538.339941599999;
6614.7401366;
6607.4200196;
6549.719921999999;
6628.7599608;
6736.2000002;
6838.019921800001;
6737.4200194000005;
6942.220019599999;
7062.4399414;
7478.479980599999;
7775.999902400001;
7815.3799806;
7937.7199218000005;
8247.9798826;
8800.5;
8891.519922000001;
8923.7;
9321.6;
9314.4;
9317.0;
9285.2;
9729.0;
9470.6;
9662.2;
10025.4;
10487.6;
10456.6;
10863.6;
11229.4;
11351.0;
11991.8;
12441.0;
12892.4;
13501.4;
12367.2;
11936.0;
12879.2;
12206.2;
11928.8;
11182.6;
11438.4;
10866.2;
11542.6;
11319.8;
11549.0;
11903.0;
12575.2;
12697.8;
12424.0;
9584.6;
9673.6;
8468.6;
9210.8;
9321.6;
9946.0;
9527.4;
9554.0;
9800.8;
10161.8;
9250.0;
9572.6;
9638.2;
9933.4;
10272.8;
10320.4;
10462.4;
10939.2;
11298.6;
11810.8;
11906.2;
11805.2;
12032.2;
12046.0;
11452.4;
11393.4;
10902.8;
10426.2;
9918.2;
9929.8;
10146.6;
9489.2;
9681.6;
9842.8;
10261.2;
10859.4;
10722.8;
10583.8;
9575.8;
8656.8;
8119.2;
6966.2;
6319.2;
5707.4;
6582.4;
6906.4;
6284.4;
6384.6;
6949.6;
7108.6;
7368.6;
7938.0;
8162.8;
8727.6;
8485.0;
7661.0;
6795.4;
7034.8;
6976.6;
6334.2;
6794.4;
7566.0;
8624.8;
8755.2;
8975.0;
8935.8;
9397.0;
9789.6;
10710.0;
10703.4;
11079.2;
11364.0;
11189.0;
10985.4;
11504.6;
12303.8;
12192.0;
11133.4;
11060.4;
11032.8;
11483.4;
11684.4;
11562.8;
11627.4;
11374.6;
11096.0;
10529.4;
10124.0;
10063.6;
9951.2;
10505.8;
10961.2;
11336.4;
11336.4;
11486.6;
11095.8;
11383.8;
11165.4;
11422.0;
11983.2;
12968.8;
13121.0;
13563.6;
14026.0;
14484.4;
14612.8;
15716.6;
16604.6;
16451.2;
17505.8;
17151.6;
16718.6;
18112.4;
18107.8;
17725.2;
17743.8;
18372.2;
17470.4;
18237.8;
18161.8;
17075.4;
15988.0;
15029.4;
15469.8;
14954.0;
14761.6;
14260.6;
14583.2;
15719.8;
16292.8;
16609.2;
16866.0;
16927.6;
17270.6;
17002.0;
17215.6;
16498.8;
16779.4;
17423.2;
17354.8;
17436.6;
17510.4;
17074.4;
16177.6;
16157.8;
15871.6;
15691.8;
14781.4;
14073.8;
14776.8;
14629.4;
14527.4;
14229.8;
13640.8;
14696.4;
15191.4;
14752.0;
16073.6;
16866.2;
17185.2;
17753.6;
17216.2;
17023.4;
16694.6;
15892.8;
16450.8;
15741.2;
14978.0;
14536.2;
14058.6;
14702.8;
14627.4;
14115.4;
14995.6;
14777.4;
14571.0;
14696.4;
14537.4;
15331.6;
15028.0;
14603.4;
14454.8;
13986.8;
13957.2;
13890.2;
13826.8;
13897.4;
13853.6;
13243.8;
12943.6;
12875.4;
11637.4;
10485.2;
10318.4;
10356.6;
10364.6;
11237.0;
11657.2;
11463.8;
12576.8;
12850.4;
13320.0;
13034.0;
13402.8;
13195.8;
13338.2;
14085.2;
13693.6;
13192.0;
12980.2;
12634.6;
12847.8;
13249.4;
13950.0;
14078.0;
14040.0;
14107.0;
13368.0;
13286.6;
13386.6;
13575.6;
13228.4;
12750.6;
12238.6;
12516.2;
12579.4;
12766.6;
12359.2;
11910.4;
10853.0;
10916.2;
10611.6;
10747.8;
10194.2;
9445.6;
9741.4;
9762.6;
9365.4;
10045.8;
10269.6;
9907.2;
9868.0;
9319.4;
8871.2;
8965.0;
8610.0;
9244.6;
9811.6;
9957.0;
9806.0;
10040.6;
10249.4;
10579.8;
10488.0;
10872.2;
11356.0;
11777.0;
12082.2;
11570.6;
10771.2;
10754.2;
10489.2;
10216.0;
10197.8;
10410.4;
10565.2;
11113.6;
11224.0;
11762.0;
11796.8;
12174.0;
12356.0;
12760.0;
13267.0;
12976.0;
13127.2;
13424.8;
13864.0;
13767.6;
13073.6;
13146.4;
13424.8;
13621.0;
13764.2;
13488.6;
13142.8;
13709.2;
14410.8;
14946.6;
15609.0;
16092.8;
16568.8;
16121.0;
16536.4;
17586.4;
17985.6;
18111.6;
17999.8;
18530.0;
18703.2;
18947.2;
19868.2;
20562.6;
21078.4;
21108.8;
21881.2;
23318.0;
23691.0;
23298.0;
23657.0;
21739.2;
22472.4;
22019.2;
21730.0;
22650.2;
21623.4;
21961.6;
21252.4;
22585.4;
22728.0;
21705.0;
21169.4;
19839.0;
18455.4;
18475.8;
18624.6;
19641.8;
19963.0;
20032.8;
20473.8;
20880.0;
21296.8;
21878.8;
21918.8;
21957.6;
21996.4;
21507.8;
22547.0;
22791.8;
22657.6;
22219.8;
22736.2;
22921.0;
23522.2;
24043.4;
23184.0;
22823.8;
23217.0;
23461.0;
23928.2;
24410.8;
25083.2;
25116.8;
25425.6;
25737.4;
26026.6;
24589.2;
24625.0;
23997.2;
24205.6;
25588.2;
26657.6;
27196.6;
28232.4;
28950.8;
27935.0;
26914.4;
26390.8;
26066.6;
25562.4;
25100.8;
24907.2;
25336.0;
24369.0;
24575.4;
24981.8;
25907.4;
24956.6;
25818.6;
25179.6;
25041.6;
24788.4;
25518.0;
25267.4;
26107.0;
26740.8;
27031.2;
26998.0;
27239.6;
28340.6;
29029.0;
30030.8;
31061.0;
31219.4;
29994.2;
29344.2;
29474.4;
30480.0;
30765.0;
30800.0;
31731.0;
32343.8;
32870.6;
33307.8;
33345.2;
33602.6;
35159.8;
36056.2;
36678.0;
38189.2;
36989.6;
36767.4;
38325.8;
38911.8;
37253.8;
37756.8;
37700.8;
37508.8;
38956.6;
38269.4;
39754.8;
40492.2;
41527.8;
39609.6;
36787.8;
37432.6;
36850.4;
33971.4;
34158.4;
34998.0;
36853.2;
36076.2;
35595.6;
36379.4;
37207.2;
37551.0;
37206.8;
36540.0;
36236.4;
37131.6;
36158.6;
35439.0;
35966.6;
37432.4;
38692.4;
38874.8;
39387.0;
40384.6;
40953.2;
41548.8;
41523.6;
42628.6;
43266.6;
43516.4;
44268.4;
43109.4;
42728.8;
43274.2;
44271.6;
45007.8;
44860.8;
46072.4;
43826.2;
42932.6;
43258.8;
44930.4;
45299.2;
46388.2;
47661.4;
48959.4;
49200.2;
50169.6;
50693.2;
52015.6;
51559.0;
52924.8;
52389.4;
54327.0;
54192.2;
55061.2;
56445.6;
57671.8;
56233.8;
54120.6;
53682.2;
50657.0;
50234.6;
52662.8;
54739.4;
54007.2;
56595.2;
59761.8;
61436.4;
62966.4;
62056.4;
63396.6;
64242.8;
63167.6;
62562.2;
60668.6;
64081.4;
64640.0;
61361.4;
63572.2;
61891.2;
61265.8;
55716.8;
59073.2;
59746.6;
62057.6;
63889.2;
64842.4;
62625.4;
61765.6;
60158.8;
61274.4;
64140.2;
62872.0;
64797.6;
65427.0;
69695.2;
70416.8;
72694.0;
72033.0;
70320.6;
67675.4;
66803.4;
64585.8;
61631.6;
59949.2;
60788.0;
58114.0;
58157.0;
56467.0;
54357.0;
55055.6;
55420.4;
52399.6;
50029.4;
49631.4;
49615.0;
46420.6;
38450.6;
38136.8;
33769.6;
36237.4;
37568.8;
35827.0;
33550.6;
35804.2;
36405.0;
39042.0;
38540.8;
38647.4;
41221.8;
38969.4;
38070.0;
39306.2;
41168.2;
41213
